site ID,"Depth
(m)",LL(%),PI,LI,e,K0,?'v (kPa),"Su(UCST)
(kPa)",St(UCST),"Su(VST)
(kPa)",St(VST),"ps
(MPa)",?'v /Pa,Su(UCST)/?'v,Su(VST)/?'v,ps/?'v
26,16.1,42.8,18.5,1.28,1.342,,140,,,,,0.63,1.38203356367226,,,4.5
26,18.1,43.7,18.7,1.28,1.402,,154.1,,,,,0.66,1.52122408687068,,,4.28293316028553
26,20.1,44.5,18.8,1.07,1.283,,169.2,,,,,0.74,1.67028627838105,,,4.37352245862884
26,21.1,43.7,17.9,0.93,1.206,,176.8,,,,,0.76,1.74531095755183,,,4.29864253393665
26,22.1,44.3,18.5,0.92,1.212,,184.5,,,,,0.86,1.8213228035538,,,4.66124661246612
26,5.1,35,15.2,1.2,1.038,,51.6,,,31.3,2.7,0.53,0.509378084896347,,0.606589147286822,10.2713178294574
26,6.1,36.2,13.8,1.15,1.078,0.47,59.7,,,,,0.54,0.5893385982231,,,9.04522613065327
26,8.1,38.1,16,1.37,1.196,,75.8,,,28.9,2.7,,0.74827245804541,,0.381266490765171,
26,10.1,46.6,21.8,1.44,1.558,0.62,91.9,,,38.5,3.6,0.51,0.90720631786772,,0.418933623503808,5.54951033732318
26,12.1,44.4,19.4,1.51,1.502,,105.9,,,33.9,3.1,0.63,1.04540967423495,,0.320113314447592,5.94900849858357
26,14.1,45.9,21.1,1.15,1.382,,120,,,34.3,2.9,,1.18460019743337,,0.285833333333333,
26,16.1,42.8,18.5,1.35,1.406,,134,,,35.2,3.2,0.69,1.32280355380059,,0.262686567164179,5.14925373134328
26,18.1,41.5,17.4,1.34,1.336,,148.1,,,36.5,3.3,0.74,1.46199407699901,,0.24645509790682,4.9966239027684
26,20.1,43.4,18.8,1.06,1.25,,163.2,,,40.4,3.3,0.84,1.61105626850938,,0.247549019607843,5.14705882352941
26,21.1,42.3,18,1.14,1.267,0.57,170.9,,,39.6,3.3,0.86,1.68706811451135,,0.231714452896431,5.03218256290228
26,22.1,43.9,18.5,0.87,1.154,,178.6,,,44.8,3.5,0.89,1.76307996051333,,0.250839865621501,4.98320268756999
26,5.6,37.1,15.3,1.22,1.118,0.43,68.2,,,,,0.48,0.67324777887463,,,7.03812316715543
26,6.1,38,15.6,1.04,1.102,,72,,,,,0.46,0.71076011846002,,,6.38888888888889
26,8.1,45.8,20.6,1.28,1.451,0.57,87.3,,,,,0.81,0.861796643632774,,,9.27835051546392
26,9.1,46.5,22,1.04,1.33,,94.9,,,,,0.51,0.936821322803554,,,5.3740779768177
26,11.1,44.7,19.9,1.28,1.407,,109.2,,,,,0.62,1.07798617966436,,,5.67765567765568
26,12.1,43.4,18.1,1.31,1.403,,116.1,,,,,0.53,1.14610069101678,,,4.5650301464255
26,15.1,43.7,18.3,1.63,1.516,0.6,136.9,,,,,0.61,1.35143139190523,,,4.45580715850986
26,17.1,42.5,17.9,1.68,1.521,,150.8,,,,,0.69,1.48864758144126,,,4.57559681697613
26,19.1,43.2,17.4,1.13,1.278,0.55,165,,,,,0.81,1.62882527147088,,,4.90909090909091
26,21.1,44.8,19.2,0.95,1.24,,180,,,,,0.86,1.77690029615005,,,4.77777777777778
26,22.1,45.5,20.8,0.96,1.272,,187.6,,,,,0.86,1.85192497532083,,,4.58422174840085
26,5.6,31.8,13.6,1.48,1.078,,58.8,22,5.5,,,,0.580454096742349,0.374149659863946,,
26,8.6,35.6,13.6,1.36,1.147,,82.7,21,5.1,,,,0.816386969397828,0.253929866989117,,
26,11.6,40.3,17.6,1.62,1.451,,105.6,20,5.9,,,,1.04244817374136,0.189393939393939,,
26,14.6,41,17.2,1.53,1.407,,126.7,20,5.2,,,,1.2507403751234,0.15785319652723,,
26,17.6,42,19.5,1.39,1.427,,147.7,22,4.5,,,,1.45804540967423,0.14895057549086,,
26,19.1,40.8,17.3,1.2,1.284,,158.9,23,4.3,,,,1.56860809476802,0.144745122718691,,
26,21.1,41.8,19.3,0.98,1.177,,174.7,,,,,,1.72458045409674,,,
26,23.1,39.6,17.5,0.75,1.024,,190.5,29,3,,,,1.88055281342547,0.152230971128609,,
26,5.15,36.6,15.7,,,,,,,,,,,,,
26,9.15,34.8,13.4,,,,,,,,,,,,,
26,12.15,44,18.9,,,,,,,,,,,,,
26,15.15,43.3,18.6,,,,,,,,,,,,,
26,18.15,45.6,20.5,,,,,,,,,,,,,
26,21.15,43.7,18.4,,,,,,,,,,,,,
26,5.5,32.4,13.5,1.05,0.916,,59.4,23,5.6,,,0.48,0.586377097729516,0.387205387205387,,8.08080808080808
26,9.5,31.4,13.4,1.36,1.036,,93.5,,,,,0.46,0.923000987166831,,,4.91978609625668
26,12.5,36.4,16.5,1.17,1.135,,116.5,,,,,0.46,1.15004935834156,,,3.94849785407725
26,14.5,45.1,22.3,1.32,1.448,,130.9,,,,,0.53,1.29220138203356,,,4.0488922841864
26,16.5,40.7,19.2,1.84,1.557,,145.3,,,,,0.65,1.43435340572557,,,4.47350309704061
26,18.5,42.1,18.5,0.91,1.163,,160.5,27,3.1,,,0.74,1.58440276406713,0.168224299065421,,4.61059190031153
26,20.5,41.4,18.2,0.97,1.169,,176.7,,,,,0.76,1.74432379072063,,,4.30107526881721
26,22.5,36.7,15.3,0.9,1.015,,192.8,,,,,,1.90325765054294,,,
26,5,34.8,15.1,1.07,1.027,,52,,,,,,0.513326752221125,,,
26,8,34.4,13.8,1.72,1.23,,75.9,,,,,,0.749259624876604,,,
26,10,43.6,19.6,1.16,1.323,,91.6,,,,,,0.904244817374136,,,
26,13,46.6,21.1,1.11,1.355,,113.3,,,,,,1.11846001974334,,,
26,16,41.5,17.4,1.47,1.383,,135.1,,,,,,1.33366238894373,,,
26,18,42.7,18.1,0.96,1.174,,149.8,,,,,,1.47877591312932,,,
26,21,46.1,22,0.83,1.198,,173.2,,,,,,1.70977295162883,,,
26,24,43.2,19.1,0.94,1.198,,196.6,,,,,,1.94076999012833,,,
26,4.5,35.3,13.9,1.55,1.184,,50.3,,,,,,0.496544916090819,,,
26,8.5,34.3,14.3,1.34,1.088,,81.9,,,,,,0.808489634748272,,,
26,10.5,44.4,20.2,1.18,1.327,,97.8,,,,,,0.965449160908193,,,
26,13.5,43.6,19.2,1.22,1.329,,119.6,,,,,,1.18065153010859,,,
26,16.5,42.8,18.6,1.34,1.403,,141.3,,,,,,1.39486673247779,,,
26,19.5,41.4,17.3,1.13,1.225,,164.2,,,,,,1.62092793682132,,,
26,21.5,42.3,17.6,1.11,1.246,,179.5,,,,,,1.77196446199408,,,
26,23.5,44.4,19.6,0.88,1.2,,194.8,,,,,,1.92300098716683,,,
26,5,36.4,14.6,1.12,1.096,,57,,,,,,0.562685093780849,,,
26,9,37.7,15.5,1.32,1.176,,88.7,,,,,,0.875616979269497,,,
26,11,44.3,19.5,1.22,1.395,,103.5,,,,,,1.02171767028628,,,
26,14,43.2,18.1,1.61,1.5,,124.8,,,,,,1.2319842053307,,,
26,16,43.6,18.1,1.29,1.343,,138.9,,,,,,1.37117472852912,,,
26,18,43.5,18.7,1.11,1.278,,153.3,,,,,,1.51332675222113,,,
26,20,46.1,21.3,0.92,1.255,,168.7,,,,,,1.66535044422507,,,
26,22,45.7,19.9,0.72,1.134,,184.1,,,,,,1.81737413622902,,,
26,6,38.1,16.8,1.37,1.238,,71.3,,,,,,0.703849950641658,,,
26,8,38.2,16.6,1.38,1.216,,86.5,,,,,,0.853899308983218,,,
26,11,41.9,17.8,1.71,1.505,,108.7,,,,,,1.07305034550839,,,
26,14,47.4,22.7,1.15,1.411,,129.7,,,,,,1.28035538005923,,,
26,17,43.1,18.6,1.35,1.385,,150.8,,,,,,1.48864758144126,,,
26,19,45.5,20.2,0.95,1.256,,166.5,,,,,,1.6436327739388,,,
26,21,42.5,18.4,0.88,1.134,,182.7,,,,,,1.8035538005923,,,
26,23,38.5,15.2,0.61,0.945,,198.9,,,,,,1.9634748272458,,,
26,5,38.1,14.4,1.25,1.186,,54.1,,,,,0.58,0.534057255676209,,,10.720887245841
26,8,35.1,14.3,1.52,1.212,,77.3,,,,,0.47,0.763079960513327,,,6.08020698576973
26,11,43.1,18.9,1.35,1.386,,99.7,,,,,0.54,0.984205330700889,,,5.41624874623872
26,13,43.1,17.7,1.3,1.35,,114,,,,,0.61,1.1253701875617,,,5.35087719298246
26,16,46.4,20.8,1.14,1.401,,135.6,,,,,0.74,1.3385982230997,,,5.45722713864307
26,18,46.3,20.4,0.88,1.261,,150.2,,,,,0.89,1.4827245804541,,,5.9254327563249
26,20,43.8,19.6,0.96,1.19,,165.7,,,,,0.91,1.63573543928924,,,5.49185274592637
26,22,45.6,21.2,0.85,1.2,,181.1,,,,,,1.78775913129319,,,
26,4.5,37.6,15.3,1.42,1.234,,52.1,,,31.2,3,0.93,0.51431391905232,,0.598848368522073,17.8502879078695
26,8,38,16.1,1.09,1.091,,79.6,,,29.7,2.8,0.46,0.7857847976308,,0.373115577889447,5.77889447236181
26,11,45,19.2,1.23,1.38,,102.6,,,29.8,2.8,0.48,1.01283316880553,,0.290448343079922,4.67836257309942
26,13,45.2,20.7,1.18,1.409,,117,,,35.8,3.3,0.54,1.15498519249753,,0.305982905982906,4.61538461538462
26,16,43,18.7,1.29,1.35,,138.5,,,39.1,3.2,0.69,1.36722606120434,,0.282310469314079,4.98194945848375
26,18,42.9,18,0.85,1.134,,153.2,,,39.8,3.3,0.71,1.51233958538993,,0.259791122715405,4.63446475195823
26,20,44.3,18.3,0.88,1.163,,168.9,,,46.4,3.2,0.81,1.66732477788746,,0.274718768502072,4.79573712255773
26,22,42.6,18.2,1.03,1.215,,184.7,,,,,,1.82329713721619,,,
26,4.65,36.6,14.8,,,,,,,,,,,,,
26,8.15,37.5,15.4,,,,,,,,,,,,,
26,11.15,43.5,19,,,,,,,,,,,,,
26,14.15,46.1,20.3,,,,,,,,,,,,,
26,17.15,43.9,18,,,,,,,,,,,,,
26,20.15,45.8,20.7,,,,,,,,,,,,,
26,23.15,41.6,17.6,,,,,,,,,,,,,
26,4,39.8,16.7,1.27,1.238,,46.6,,,,,,0.460019743336624,,,
26,8,33.7,13.2,1.62,1.193,,77.1,,,,,,0.761105626850938,,,
26,11,46.9,20.7,1.05,1.337,,99.6,,,,,,0.983218163869694,,,
26,14,42.3,18.1,1.31,1.342,,121.4,,,,,,1.19842053307009,,,
26,16,45.4,20.3,1.23,1.386,,135.9,,,,,,1.34155972359329,,,
26,19,44,19.8,0.76,1.12,,158.5,,,,,,1.56465942744324,,,
26,21,43.3,19.2,1.06,1.224,,174.1,,,,,,1.71865745310958,,,
26,23,47.2,21.7,0.87,1.256,,189.6,,,,,,1.87166831194472,,,
26,4.5,34.5,14.2,1.58,1.201,,51.7,,,,,,0.510365251727542,,,
26,8.5,34.1,13.4,1.68,1.213,,82.3,,,,,,0.81243830207305,,,
26,10.5,45.9,20.4,1.09,1.348,,97.4,,,,,,0.961500493583416,,,
26,13.5,42.9,17.2,1.3,1.385,,118.9,,,,,,1.17374136229023,,,
26,16.5,43.6,18.1,1.36,1.405,,140.5,,,,,,1.38696939782823,,,
26,18.5,42.9,18.4,1.14,1.278,,155.3,,,,,,1.53307008884502,,,
26,20.5,42.8,18.8,1.01,1.214,,170.6,,,,,,1.68410661401777,,,
26,23.5,44.8,18.2,0.82,1.192,,193.5,,,,,,1.9101678183613,,,
26,4,34,14.3,1.65,1.21,,46.4,,,,,,0.458045409674235,,,
26,8,35.1,15.1,1.52,1.204,,77.2,,,,,,0.762092793682132,,,
26,10,45.1,20.5,1.43,1.519,,92,,,,,,0.908193484698914,,,
26,13,43.7,18.2,1.68,1.529,,112.7,,,,,,1.11253701875617,,,
26,16,47.4,22.9,1.07,1.395,,133.4,,,,,,1.31688055281343,,,
26,18,43.7,19.5,1.1,1.281,,148.3,,,,,,1.4639684106614,,,
26,20,42.8,19.6,0.85,1.106,,163.9,,,,,,1.61796643632774,,,
26,23,47.4,21,0.75,1.195,,187.2,,,,,,1.84797630799605,,,
26,4,35.3,15.4,1.19,1.096,,47.7,,,,,0.75,0.470878578479763,,,15.7232704402516
26,8,37.3,14.9,1.29,1.184,,79.4,,,,,0.53,0.783810463968411,,,6.67506297229219
26,10,43.7,19.1,1.25,1.352,,95.2,,,,,0.53,0.939782823297137,,,5.5672268907563
26,13,42.3,17.7,1.29,1.321,,116.9,,,,,0.56,1.15399802566634,,,4.79041916167665
26,16,44.8,19.9,1.35,1.417,,138.5,,,,,0.56,1.36722606120434,,,4.04332129963899
26,18,46.6,20.6,0.91,1.263,,153,,,,,0.53,1.51036525172754,,,3.4640522875817
26,20,47.6,22.8,0.82,1.23,,168.2,,,,,0.51,1.6604146100691,,,3.0321046373365
26,23,46.4,20.9,0.96,1.273,,191,,,,,,1.88548864758144,,,
26,5,37.6,16.7,1.25,1.161,,,,,,,,,,,
26,7,35.8,15.1,1.16,1.062,,,,,,,,,,,
26,11,43.1,18.8,1.79,1.606,,,,,,,,,,,
26,15,40.6,18.1,1.49,1.395,,,,,,,,,,,
26,19,42.7,19,1.11,1.267,,,,,,,,,,,
26,6,35.4,13.7,1.36,1.108,,,,,,,,,,,
26,9,45,20.4,1.35,1.462,,,,,,,,,,,
26,13,43.7,20.6,1.37,1.419,,,24,3.6,,,,,,,
26,17,41.4,18.9,1.29,1.327,,,29,3.5,,,,,,,
26,12.2,34.6,13.6,1.04,0.977,0.45,,,,,,,,,,
26,15.2,41.2,18.3,1.43,1.374,,,,,,,,,,,
26,18.2,44.3,20.6,1.51,1.549,,,,,,,,,,,
26,21.2,41.4,19.3,1.15,1.272,,,,,,,,,,,
26,24.2,34.8,13.5,0.96,0.975,0.44,,,,,,,,,,
26,6.7,37.4,15.2,1.36,1.192,,,,,,,,,,,
26,9.7,33.9,13.5,1.25,1.041,,,,,,,,,,,
26,13.7,42.4,19.3,1.39,1.388,,,,,,,,,,,
26,17.7,43.7,20.7,1.5,1.521,,,,,,,,,,,
26,21.7,37.5,16.6,0.73,0.942,,,,,,,,,,,
27,5.1,34.7,14.5,1.32,1.089,0.48,61,,,27.2,2.9,0.6,0.602171767028628,,0.445901639344262,9.83606557377049
27,8.1,35.2,14.3,1.32,1.144,,86.6,20,6.2,26.9,2.7,0.5,0.854886475814413,0.23094688221709,0.310623556581986,5.77367205542725
27,9.1,35.3,15.1,1.32,1.125,,94.6,,,32.6,3.2,0.4,0.93385982230997,,0.3446088794926,4.22832980972516
27,11.1,43.2,18.2,1.25,1.313,0.57,109.6,,,34.1,3.2,0.5,1.08193484698914,,0.311131386861314,4.56204379562044
27,13.1,44.1,18.1,1.56,1.5,,124,15,6.2,38.9,3.4,0.5,1.22408687068115,0.120967741935484,0.313709677419355,4.03225806451613
27,15.1,42.6,17.9,1.32,1.337,,138.4,,,39.6,3.3,0.6,1.36623889437315,,0.286127167630058,4.33526011560694
27,17.1,44,18.4,1.2,1.339,0.57,152.8,,,42.1,3.3,0.6,1.50839091806515,,0.275523560209424,3.92670157068063
27,19.1,42.6,17.9,0.97,1.2,,167.8,27,4.7,,,0.8,1.65646594274432,0.160905840286055,,4.76758045292014
27,21.1,43.2,18.8,0.93,1.209,0.53,183.3,,,,,1.1,1.80947680157947,,,6.00109110747409
27,4.1,38.5,15.3,1.32,1.212,0.47,50.7,15,4.2,,,0.5,0.500493583415597,0.29585798816568,,9.86193293885601
27,9.1,36.9,15.2,1.05,1.088,,91.7,,,,,0.5,0.905231984205331,,,5.4525627044711
27,12.1,43.6,18.2,1.27,1.367,0.59,114,,,,,0.6,1.1253701875617,,,5.26315789473684
27,12.6,45.6,19.8,1.26,1.416,,117.6,17,6.7,,,0.6,1.1609081934847,0.144557823129252,,5.10204081632653
27,15.1,43.9,18.9,1.25,1.369,,135.5,,,,,0.7,1.33761105626851,,,5.16605166051661
27,18.1,41.7,17.5,1.01,1.222,0.53,157,23,4.6,,,0.8,1.54985192497532,0.146496815286624,,5.09554140127389
27,21.1,40.4,17.3,0.91,1.101,,180.7,,,,,0.9,1.78381046396841,,,4.98063087991146
27,8.1,36.2,15.1,1.3,1.158,,91.3,,,,,0.7,0.901283316880553,,,7.66703176341731
27,8.6,38,15.6,1.31,1.204,,95.2,,,,,0.7,0.939782823297137,,,7.35294117647059
27,11.1,43.8,18.7,1.26,1.354,,114.1,,,,,0.7,1.12635735439289,,,6.13496932515337
27,14.1,45.4,19.7,1.26,1.413,,135.5,,,,,0.8,1.33761105626851,,,5.90405904059041
27,17.1,43,18.1,0.97,1.231,,157,,,,,0.9,1.54985192497532,,,5.73248407643312
27,20.1,41.6,17.4,1.01,1.194,,180.2,,,,,1,1.77887462981244,,,5.54938956714761
27,20.6,43.3,18.4,0.86,1.178,,184.1,,,,,1,1.81737413622902,,,5.43183052688756
27,7.1,35.3,15.3,1.33,1.141,0.49,73.5,,,,,0.5,0.725567620927937,,,6.80272108843537
27,8.1,37.3,16,1.24,1.164,,81.4,19,6.4,,,0.4,0.8035538005923,0.233415233415233,,4.91400491400491
27,10.1,44.8,19.3,1.16,1.342,,97.1,18,6.3,,,0.5,0.958538993089832,0.185375901132853,,5.14933058702369
27,13.1,44.2,18.2,1.36,1.416,,118.7,,,,,0.5,1.17176702862784,,,4.212299915754
27,16.1,44.4,18.7,1.12,1.335,,140.3,,,,,0.6,1.38499506416584,,,4.27655024946543
27,19.1,42.7,18.1,0.96,1.222,0.58,162.8,,,,,0.8,1.6071076011846,,,4.91400491400491
27,21.1,41.4,17.5,0.96,1.154,,178.4,,,,,0.8,1.76110562685094,,,4.48430493273543
27,4.1,36.4,14.7,0.98,1.041,,49.8,,,,,0.5,0.491609081934847,,,10.0401606425703
27,7.1,36.1,15.6,1.1,1.087,,76.4,,,,,1.8,0.754195459032577,,,23.5602094240838
27,9.1,36.4,13.8,1.28,1.144,,92.3,,,,,0.6,0.911154985192498,,,6.50054171180932
27,10.1,44.9,19.1,1.15,1.341,,100.3,,,,,0.6,0.990128331688055,,,5.98205383848455
27,12.1,44.1,18.9,1.16,1.331,,114.8,,,,,0.6,1.13326752221125,,,5.22648083623693
27,15.1,46.2,19.6,1.11,1.378,,136.5,,,,,0.7,1.34748272458045,,,5.12820512820513
27,18.1,42.5,18.3,0.98,1.212,,158.8,,,,,0.7,1.56762092793682,,,4.4080604534005
27,21.1,40.8,17.5,0.87,1.108,,182.5,,,,,0.9,1.80157946692991,,,4.93150684931507
27,4.1,36.9,15.2,1.17,1.14,,46.3,,,29.2,2.9,0.4,0.457058242843041,,0.630669546436285,8.63930885529158
27,8.1,36.8,15.5,1.38,1.213,,80.4,,,29.4,2.7,0.5,0.793682132280355,,0.365671641791045,6.21890547263682
27,10.1,44.5,19.1,1.19,1.387,,95.6,,,31.5,2.9,0.6,0.943731490621915,,0.329497907949791,6.27615062761506
27,13.1,46,20,1.04,1.325,,117.1,,,33.3,3.3,0.6,1.15597235932873,,0.284372331340734,5.12382578992314
27,16.1,44.7,19.6,1.3,1.413,,138.7,,,39.3,3.4,0.7,1.36920039486673,,0.283345349675559,5.04686373467916
27,19.1,42.5,18.1,0.94,1.214,,160.9,,,40.4,3.3,0.8,1.58835143139191,,0.251087632069608,4.97203231821007
27,22.1,41.3,17.3,0.89,1.146,,184.4,,,,,0.9,1.82033563672261,,,4.88069414316703
27,5.1,37.5,15.6,1.18,1.152,,57.5,,,,,0.4,0.567620927936821,,,6.95652173913043
27,8.1,37.9,15.9,1.23,1.182,,83.5,,,,,0.5,0.824284304047384,,,5.98802395209581
27,9.1,38.3,15,1.35,1.226,,91.2,,,,,0.4,0.900296150049358,,,4.3859649122807
27,12.1,41.8,17.7,1.32,1.336,,113.4,,,,,0.4,1.11944718657453,,,3.52733686067019
27,15.1,44.8,19.1,1.1,1.337,,135.3,,,,,0.5,1.33563672260612,,,3.69549150036955
27,18.1,42.9,18.5,0.95,1.211,,157.7,,,,,0.6,1.55676209279368,,,3.80469245402663
27,21.1,41.5,17.8,0.93,1.17,,181.1,,,,,0.8,1.78775913129319,,,4.41744892324683
27,8.1,39.1,16.4,1.07,1.14,,81.7,,,29.4,2.7,0.5,0.806515301085883,,0.359853121175031,6.11995104039168
27,8.6,37,15,1.19,1.122,,85.7,,,28.8,2.9,0.4,0.846001974333662,,0.336056009334889,4.66744457409568
27,10.1,43.5,18.8,1.26,1.362,,97.4,,,31.5,2.9,0.4,0.961500493583416,,0.323408624229979,4.10677618069815
27,12.1,45.3,19.6,1.14,1.344,,111.8,,,34,3.4,0.5,1.10365251727542,,0.304114490161002,4.47227191413238
27,14.1,44.4,19.3,1.24,1.387,,126.3,,,37.9,3.2,0.5,1.24679170779862,,0.300079176563737,3.95882818685669
27,16.1,42.4,17.5,1.27,1.345,,140.7,,,39.3,3.4,0.6,1.38894373149062,,0.279317697228145,4.26439232409382
27,18.1,42.8,18.3,0.96,1.225,,155.3,,,42.3,3.3,0.6,1.53307008884502,,0.27237604636188,3.86349001931745
27,20.1,40.3,17.4,0.64,0.995,,171.5,,,41.4,3.4,0.7,1.69299111549852,,0.241399416909621,4.08163265306122
27,4.15,38.3,16.5,,,,,,,,,,,,,
27,8.15,35.7,14.9,,,,,,,,,,,,,
27,11.15,42.4,17.8,,,,,,,,,,,,,
27,14.15,42.9,17.4,,,,,,,,,,,,,
27,17.15,43.3,18.5,,,,,,,,,,,,,
27,20.15,44.9,19.8,,,,,,,,,,,,,
27,4.1,36.6,15.9,1.47,1.223,,49,,,,,0.6,0.483711747285291,,,12.2448979591837
27,9.1,38.3,15.9,1.14,1.156,0.46,90.1,,,,,0.6,0.889437314906219,,,6.65926748057714
27,11.1,45.8,20,1.1,1.354,,104.8,,,,,0.6,1.03455083909181,,,5.72519083969466
27,13.1,43.2,18.5,1.37,1.404,0.58,119.2,,,,,0.6,1.17670286278381,,,5.03355704697987
27,16.1,44.3,19.2,1.16,1.333,,140.8,,,,,0.7,1.38993089832182,,,4.97159090909091
27,19.1,42.3,18.3,0.85,1.149,0.55,175.3,,,,,0.8,1.73050345508391,,,4.56360524814604
27,22.1,41.2,17.5,0.97,1.177,,198.9,27,4.4,,,0.9,1.9634748272458,0.135746606334842,,4.52488687782805
27,8.1,36.9,15.7,1.2,1.135,,86.2,,,,,0.6,0.850937808489635,,,6.96055684454756
27,11.1,43.2,18.3,1.37,1.402,,108.9,,,,,0.6,1.07502467917078,,,5.50964187327824
27,14.1,45.2,19.3,1.44,1.49,,129.9,,,,,0.6,1.28232971372162,,,4.6189376443418
27,17.1,43.2,18.2,1.36,1.413,,150.9,,,,,0.7,1.48963474827246,,,4.6388336646786
27,20.1,41.6,17.4,0.75,1.078,,174.2,,,,,0.8,1.71964461994077,,,4.59242250287026
27,23.1,43.2,18.3,0.84,1.146,,198.4,,,,,0.9,1.95853899308983,,,4.53629032258065
27,4.1,37,15.3,1.36,1.186,,48.3,,,,,0.4,0.47680157946693,,,8.2815734989648
27,8.1,36.7,15.8,1.15,1.11,,83,,,,,1.9,0.819348469891412,,,22.8915662650602
27,11.1,44,19.3,1.34,1.413,,105.5,,,,,0.4,1.04146100691017,,,3.7914691943128
27,14.1,43.4,18.1,1.33,1.38,,127,,,,,0.5,1.25370187561698,,,3.93700787401575
27,17.1,42.6,18,1.32,1.35,,148.5,,,,,0.6,1.46594274432379,,,4.04040404040404
27,19.1,41.6,17.4,0.78,1.096,,164.6,,,,,0.7,1.6248766041461,,,4.25273390036452
27,21.1,40.9,17.7,0.67,1.045,,181.1,,,,,0.9,1.78775913129319,,,4.96963003865268
27,4.6,36.6,16.1,1.25,1.144,,54.2,,,,,0.5,0.535044422507404,,,9.22509225092251
27,8.1,38,16.3,1.22,1.196,,84.3,,,,,,0.83218163869694,,,
27,10.1,42.3,17.5,1.34,1.347,,99.6,,,,,0.9,0.983218163869694,,,9.03614457831325
27,13.1,45,19.9,1.08,1.335,,121.3,,,,,0.7,1.19743336623889,,,5.77081615828524
27,16.1,44.3,18.5,1.32,1.407,,142.9,,,,,1.1,1.4106614017769,,,7.69769069279216
27,18.1,42.3,17.6,0.98,1.209,,157.4,,,,,0.7,1.5538005923001,,,4.44726810673444
27,20.1,42.6,18.3,0.85,1.166,,173.1,,,,,0.8,1.70878578479763,,,4.62160600808781
27,22.1,41.4,17.6,0.94,1.161,,188.7,,,,,0.9,1.86278381046397,,,4.76947535771065
27,4.15,36.2,15,,,,,,,,,,,,,
27,11.15,43.5,18,,,,,,,,,,,,,
27,14.15,45.4,19.4,,,,,,,,,,,,,
27,18.15,43.7,18.9,,,,,,,,,,,,,
27,21.15,43.2,19,,,,,,,,,,,,,
27,4.1,36.4,14.7,1.14,1.099,,53.6,,,28.9,3.2,0.9,0.529121421520237,,0.539179104477612,16.7910447761194
27,9.1,37.6,16,1.44,1.232,,96.9,,,26.9,2.7,0.5,0.956564659427443,,0.277605779153767,5.15995872033024
27,11.1,44,19.3,1.25,1.4,,111.6,,,32.6,3.2,0.6,1.10167818361303,,0.292114695340502,5.37634408602151
27,14.1,46.7,20.4,1.07,1.369,,133.2,,,36.9,3.2,0.7,1.31490621915104,,0.277027027027027,5.25525525525526
27,17.1,43.3,18.6,1.25,1.331,,154.9,,,39.6,3.3,0.8,1.52912142152024,,0.255648805681085,5.16462233699161
27,19.1,42.3,18.3,1.02,1.234,,169.9,,,42.1,3.3,1,1.67719644619941,,0.247792819305474,5.88581518540318
27,21.1,43.9,18.9,0.84,1.194,,185.4,,,,,1.1,1.83020730503455,,,5.93311758360302
28,8,37.2,15.8,1.96,1.477,,80.7,,,,,,0.796643632773939,,,
28,10,39.9,17.5,1.52,,,94.5,,,,,,0.932872655478776,,,
28,12,47.6,22.9,1.39,1.61,,108.5,,,,,,1.071076011846,,,
28,14,41.4,17.6,1.12,1.248,,122.5,,,,,,1.20927936821323,,,
28,16,43.7,19.6,1.43,1.481,,136.5,,,,,,1.34748272458045,,,
28,18,42.9,19.4,1.39,1.412,,151.3,,,,,,1.49358341559724,,,
28,19,49.6,23.1,0.97,1.395,,158.9,,,,,,1.56860809476802,,,
28,20,41.7,19.1,0.97,1.172,,166.4,,,,,,1.6426456071076,,,
28,21,43.1,19.7,0.94,1.222,,174,,,,,,1.71767028627838,,,
28,23,40.8,18.2,0.89,1.101,,189.2,,,,,,1.86771964461994,,,
28,8.15,38.1,16.3,,,,,,,,,,,,,
28,12.15,38.6,18.2,,,,,,,,,,,,,
28,16.15,41.5,19.1,,,,,,,,,,,,,
28,19.15,42.6,22,,,,,,,,,,,,,
28,21.15,39.4,17.3,,,,,,,,,,,,,
28,23.15,41.7,18.1,,,,,,,,,,,,,
28,6,31.2,13.5,1.24,0.978,,69,,,,,,0.681145113524186,,,
28,8,38.2,16.2,1.65,1.39,,86,,,,,,0.848963474827246,,,
28,9,41.4,18.2,1.27,1.331,,93.2,,,,,,0.920039486673248,,,
28,11,43.1,18.9,1.4,1.415,,107.3,,,,,,1.05923000987167,,,
28,13,41.6,18.1,1.5,1.442,,121.3,,,,,,1.19743336623889,,,
28,15,41.7,19.8,1.49,1.469,,135.2,,,,,,1.33464955577493,,,
28,18,45.2,18.3,1.2,1.384,,157.1,,,,,,1.55083909180652,,,
28,20,51.1,23.7,0.96,1.444,,172.6,,,,,,1.70384995064166,,,
28,21,32.9,13.6,0.85,0.884,,180.3,,,,,,1.77986179664363,,,
28,22,42.1,18.3,0.92,1.166,,188.1,,,,,,1.8568608094768,,,
28,6,34.2,15.1,1.6,1.21,,60.1,21,4.6,,,0.4,0.593287265547878,0.349417637271215,,6.65557404326123
28,8,36.8,15.8,1.47,1.213,,77.6,,,25.1,2.9,0.5,0.76604146100691,,0.323453608247423,6.44329896907217
28,8.3,36.4,16,1.26,1.167,,79.9,,,,,0.5,0.788746298124383,,,6.25782227784731
28,11,40.9,17.3,1.1,1.207,,100,,,31.4,2.8,0.6,0.987166831194472,,0.314,6
