site ID,"Depth
(m)",LL(%),PI,LI,e,K0,?'v (kPa),"Su(UCST)
(kPa)",St(UCST),"Su(VST)
(kPa)",St(VST),"ps
(MPa)",?'v /Pa,Su(UCST)/?'v,Su(VST)/?'v,ps/?'v
31,6,35.9,15.3,1.54,1.235,,60.1,,,,,0.5,0.593287265547878,,,8.31946755407654
31,9,34.6,13.5,1.55,1.146,,83.3,,,,,0.9,0.822309970384995,,,10.8043217286915
31,12,40.2,17.4,1.6,1.443,,105.2,,,,,0.7,1.03849950641658,,,6.65399239543726
31,15,42.1,20.2,1.5,1.475,,126.1,,,,,1.2,1.24481737413623,,,9.51625693893735
31,18,43.2,20.6,1.74,1.658,,147.3,,,,,0.8,1.45409674234946,,,5.43109300746775
31,21,50.3,23.2,0.98,1.439,,169,,,,,0.9,1.66831194471866,,,5.32544378698225
31,24,41.4,18.6,0.76,1.085,,190.7,,,,,1,1.88252714708786,,,5.24383848977452
31,11,43.7,19.6,1.12,1.312,,100.1,,,32.5,4.6,0.7,0.988153998025666,,0.324675324675325,6.99300699300699
31,13,46.7,22.2,1.3,1.509,,114,12,5.6,36.2,4.4,0.7,1.1253701875617,0.105263157894737,0.317543859649123,6.14035087719298
31,15,48.1,22.3,1.38,1.577,,127.9,,,37,4.2,0.9,1.26258637709773,,0.289288506645817,7.03674745895231
31,12,43.5,18.9,1.48,1.487,,111.6,,,33.5,4.4,0.6,1.10167818361303,,0.300179211469534,5.37634408602151
31,14,42.6,18.2,1.22,1.309,,126,,,35.3,4.3,0.6,1.24383020730503,,0.28015873015873,4.76190476190476
31,16,42.3,18.1,1.27,1.331,,140.3,,,37.5,4.1,0.7,1.38499506416584,,0.267284390591589,4.98930862437634
31,6,38.6,15.5,1.17,1.179,,67.2,,,32.9,4,0.5,0.663376110562685,,0.489583333333333,7.44047619047619
31,10,39.2,16.7,1.16,1.176,,98.4,,,35.1,4.2,0.7,0.97137216189536,,0.356707317073171,7.11382113821138
31,13,45.7,19.9,1.15,1.381,,120.1,,,36.2,4.4,1.2,1.18558736426456,,0.301415487094088,9.99167360532889
31,16,44.3,19.2,1.27,1.41,,141.5,,,38.1,4.1,0.8,1.39684106614018,,0.269257950530035,5.65371024734982
31,20,44.5,19.2,0.96,1.25,,171.8,,,43.5,4,0.9,1.6959526159921,,0.253201396973225,5.23864959254948
31,23,44.1,19.9,0.91,1.215,0.51,194.8,,,48.2,3.9,1.1,1.92300098716683,,0.247433264887064,5.64681724845996
31,5,33.6,13.6,1.17,1.02,,60.8,,,34.3,3.8,0.7,0.600197433366239,,0.564144736842105,11.5131578947368
31,8,35.1,14.6,1.07,1.03,,85.8,,,33.1,3.9,0.7,0.846989141164857,,0.385780885780886,8.15850815850816
31,12,44.1,19.6,1.4,1.464,,117,,,33.5,4.4,0.6,1.15498519249753,,0.286324786324786,5.12820512820513
31,16,45.3,20.4,1.34,1.508,,144.5,,,37.5,4.1,0.7,1.42645607107601,,0.259515570934256,4.84429065743945
31,20,44.3,19.3,1.03,1.256,,175.3,,,43,3.9,0.9,1.73050345508391,,0.245293782087849,5.13405590416429
31,24,43.6,18.5,0.82,1.136,,206.4,,,,,1,2.03751233958539,,,4.84496124031008
32,4,,16.4,,1.34,,48.1,,,,,,0.474827245804541,,,
32,6,,13.8,,1.16,,63.1,,,,,,0.622902270483712,,,
32,10,,14.9,,1.31,,92.3,,,,,,0.911154985192498,,,
32,13,,24.2,,1.56,,113.5,,,,,,1.12043435340573,,,
32,16,,19.4,,1.39,,134.7,,,,,,1.32971372161895,,,
32,19,,23.2,,1.31,,155.9,,,,,,1.53899308983218,,,
32,23,,14.2,,0.97,,188,,,,,,1.85587364264561,,,
32,5,,15.9,,1.33,,55.7,,,,,,0.549851924975321,,,
32,7,,19.3,,1.45,,70.3,,,,,,0.693978282329714,,,
32,11,,20.6,,1.38,,98.3,,,,,,0.970384995064166,,,
32,13,,24.8,,1.44,,112.4,,,,,,1.10957551826259,,,
32,15,,24.3,,1.51,,126.4,,,,,,1.24777887462981,,,
32,17,,23.9,,1.52,,140.4,,,,,,1.38598223099704,,,
32,19,,19.8,,1.36,,154.5,,,,,,1.52517275419546,,,
32,21,,17.5,,1.01,,171,,,,,,1.68805528134255,,,
32,23,,16.9,,1,,187.9,,,,,,1.85488647581441,,,
32,4,,17,,1.27,,39.1,,,,,,0.385982230997039,,,
32,6,,16.8,,1.28,,54,,,,,,0.533070088845015,,,
32,8,,20.2,,1.47,,68.9,,,,,,0.680157946692991,,,
32,12,,22.4,,1.41,,96.7,,,,,,0.954590325765054,,,
32,14,,22.5,,1.58,,110.6,,,,,,1.09180651530109,,,
32,16,,23.4,,1.52,,124.5,,,,,,1.22902270483712,,,
32,18,,21.3,,1.38,,138.4,,,,,,1.36623889437315,,,
32,20,,21.9,,1.34,,153.5,,,,,,1.51530108588351,,,
32,22.5,,16.7,,1.05,,173.8,,,,,,1.71569595261599,,,
32,24.5,,16.3,,1.01,,190.1,,,,,,1.87660414610069,,,
32,26.5,,13.7,,0.98,,206.4,,,,,,2.03751233958539,,,
32,3.5,,15.2,,1.12,,43.9,,,,,,0.433366238894373,,,
32,5.5,,13.8,,1.22,,59.5,,,,,,0.587364264560711,,,
32,7.5,,19.8,,1.63,,75.1,,,,,,0.741362290227048,,,
32,11.5,,20.2,,1.47,,102.9,,,,,,1.01579466929911,,,
32,15.5,,23.7,,1.5,,130.7,,,,,,1.29022704837117,,,
32,17.5,,23.1,,1.44,,144.6,,,,,,1.42744323790721,,,
32,19.5,,22.5,,1.31,,158.5,,,,,,1.56465942744324,,,
32,21.5,,17.4,,1.09,,175,,,,,,1.72754195459033,,,
32,23,,20.8,,1.16,,187.5,,,,,,1.85093780848963,,,
32,25,,15.1,,0.87,,204.3,,,,,,2.01678183613031,,,
32,4,,16.9,,1.33,,47.9,,,,,0.34,0.472852912142152,,,7.09812108559499
32,6,,13.2,,1.22,,62.7,,,,,0.45,0.618953603158934,,,7.17703349282297
32,8,,20.4,,1.37,,77.6,,,,,0.77,0.76604146100691,,,9.92268041237113
32,12,,21.8,,1.46,,105.4,,,,,0.49,1.04047384007897,,,4.64895635673624
32,14,,23.2,,1.63,,119.3,,,,,0.59,1.17769002961501,,,4.9455155071249
32,16,,22.8,,1.51,,133.2,,,,,0.63,1.31490621915104,,,4.72972972972973
32,18,,20.9,,1.37,,147.2,,,,,0.7,1.45310957551826,,,4.7554347826087
32,20,,20.3,,1.2,,162.2,,,,,0.63,1.60118460019743,,,3.88409371146732
32,22.5,,17.5,,1.06,,182.5,,,,,0.59,1.80157946692991,,,3.23287671232877
32,24.5,,18.1,,1.05,,198.8,,,,,0.98,1.96248766041461,,,4.92957746478873
32,5,,13.9,,1.18,,60.9,,,,,,0.601184600197433,,,
32,7,,16.5,,1.26,,76.2,,,,,,0.752221125370188,,,
32,11,,17.9,,1.34,,105.7,,,,,,1.04343534057256,,,
32,13,,22.1,,1.39,,120.2,,,,,,1.18657453109576,,,
32,15,,19.5,,1.31,,134.7,,,,,,1.32971372161895,,,
32,17,,20.4,,1.44,,149.2,,,,,,1.47285291214215,,,
32,19,,22,,1.34,,163.7,,,,,,1.61599210266535,,,
32,21,,20.5,,1.28,,179.8,,,,,,1.77492596248766,,,
32,23,,13.4,,0.9,,196.1,,,,,,1.93583415597236,,,
32,4,,15.1,,1.3,,41.9,,,,,,0.413622902270484,,,
32,6,,13.1,,1.17,,57,,,,,,0.562685093780849,,,
32,8,,19.2,,1.43,,72.2,,,,,,0.712734452122409,,,
32,12,,18.5,,1.4,,99.9,,,,,,0.986179664363278,,,
32,14,,20.1,,1.46,,113.8,,,,,,1.12339585389931,,,
32,16,,22.5,,1.59,,127.6,,,,,,1.25962487660415,,,
32,18,,22.6,,1.2,,141.5,,,,,,1.39684106614018,,,
32,20,,20.6,,1.28,,158.3,,,,,,1.56268509378085,,,
32,22.5,,13.5,,0.96,,179.2,,,,,,1.76900296150049,,,
32,24.5,,12.6,,0.75,,196,,,,,,1.93484698914116,,,
32,3.5,,14.5,,1.2,,38.6,,,,,,0.381046396841066,,,
32,5.5,,13.7,,1.07,,55.1,,,,,,0.543928923988154,,,
32,7.5,,13.3,,0.92,,71.5,,,,,,0.705824284304047,,,
32,11.5,,18.3,,1.37,,99.9,,,,,,0.986179664363278,,,
32,13.5,,20,,1.42,,114,,,,,,1.1253701875617,,,
32,15.5,,25.8,,1.5,,128.1,,,,,,1.26456071076012,,,
32,17.5,,25.4,,1.44,,142.2,,,,,,1.40375123395854,,,
32,19.5,,21.3,,1.31,,156.8,,,,,,1.54787759131293,,,
32,21.5,,17.7,,1.09,,173,,,,,,1.70779861796644,,,
32,23,,17,,1.1,,185.2,,,,,,1.82823297137216,,,
32,25,,14.7,,0.93,,201.4,,,,,,1.98815399802567,,,
33,5,,14.8,,1.17,,56.1,,,,,,0.553800592300099,,,
33,7,,15.5,,0.98,,72.5,,,,,,0.715695952615992,,,
33,9,,17.5,,1.34,,88.3,,,,,,0.871668311944719,,,
33,13,,17.2,,1.36,,117,,,,,,1.15498519249753,,,
33,17,,21.2,,1.45,,145.7,,,,,,1.43830207305035,,,
33,19,,21.8,,1.39,,160.8,,,,,,1.58736426456071,,,
33,21,,17.7,,1.14,,176.9,,,,,,1.74629812438302,,,
33,24,,13.8,,0.95,,201.1,,,,,,1.98519249753208,,,
33,26,,13.9,,0.99,,217.2,,,,,,2.14412635735439,,,
33,4.5,,14,,1.24,,47.8,,,26.8,2.9,0.53,0.471865745310958,,0.560669456066946,11.0878661087866
33,6.5,,,,0.67,,65.3,,,28.3,3.1,0.49,0.64461994076999,,0.433384379785605,7.50382848392037
33,8.5,,19.9,,1.32,,82,,,,,0.53,0.809476801579467,,,6.46341463414634
33,10.5,,17.9,,1.3,,96.5,,,25.3,3,0.49,0.952615992102665,,0.262176165803109,5.07772020725389
33,12.5,,20.5,,1.45,,111,,,,,0.56,1.09575518262586,,,5.04504504504505
33,16.5,,22.8,,1.36,,140,,,,,0.71,1.38203356367226,,,5.07142857142857
33,18.5,,21.3,,1.36,,154.6,,,50.1,3.9,0.74,1.52615992102665,,0.324062095730918,4.78654592496766
33,20.5,,18.1,,1.1,,170.8,,,54,4,0.85,1.68608094768016,,0.31615925058548,4.97658079625293
33,22,,13.7,,0.95,,183.3,,,,,0.85,1.80947680157947,,,4.63720676486634
33,25,,13.7,,1.01,,208.5,,,,,1.2,2.05824284304047,,,5.75539568345324
33,4.5,,13.9,,1.14,,49.5,,,,,0.85,0.488647581441264,,,17.1717171717172
33,6.5,,14,,1.02,,65.8,,,,,0.49,0.649555774925963,,,7.4468085106383
33,8.5,,14.1,,1.02,,82.2,,,,,0.53,0.811451135241856,,,6.44768856447689
33,10.5,,22.5,,1.49,,96.5,,,,,0.6,0.952615992102665,,,6.21761658031088
33,12.5,,19.6,,1.32,,110.5,,,,,0.56,1.09081934846989,,,5.06787330316742
33,16.5,,21.2,,1.58,,138.4,,,,,0.71,1.36623889437315,,,5.13005780346821
33,18.5,,20.6,,1.21,,152.6,,,,,0.85,1.50641658440276,,,5.57011795543906
33,20.5,,20,,1.2,,168.7,,,,,0.92,1.66535044422507,,,5.4534676941316
33,23,,14.9,,0.96,,188.9,,,,,1.13,1.86475814412636,,,5.98200105876125
33,5,,13.6,,1.1,,53.3,,,,,0.54,0.526159921026654,,,10.1313320825516
33,9,,23.6,,1.41,,84.9,,,,,0.52,0.838104639684107,,,6.12485276796231
33,14,,23.4,,1.44,,120.3,,,,,0.7,1.18756169792695,,,5.8187863674148
33,19,,21.3,,1.28,,156.2,,,,,0.96,1.54195459032577,,,6.14596670934699
33,24,,15.7,,0.97,,196.5,,,,,1.22,1.93978282329714,,,6.20865139949109
33,5,,13.8,,1.16,,42.4,,,,,1.16,0.418558736426456,,,27.3584905660377
33,9,,16.8,,1.3,,72.9,,,,,0.44,0.71964461994077,,,6.03566529492455
33,14,,18.3,,1.49,,108.4,,,,,0.58,1.07008884501481,,,5.35055350553506
33,19,,22.9,,1.27,,145.5,,,,,0.8,1.43632773938796,,,5.49828178694158
33,24,,13.2,,0.96,,185.9,,,,,1.28,1.83514313919052,,,6.88542227003765
34,5,,13.1,,1.11,,,,,,,,,,,
34,7,,15.7,,1.13,,,,,,,,,,,
34,9,,16.5,,1.29,,,,,,,,,,,
34,13,,23.9,,1.44,,,,,,,,,,,
34,17,,23.7,,1.37,,,,,,,,,,,
34,20,,20.9,,1.28,,,,,,,,,,,
34,23,,16.9,,1.07,,,,,,,,,,,
34,26,,13.8,,0.97,,,,,,,,,,,
34,4.5,,16.9,,1.26,,,,,,,,,,,
34,7.5,,18.5,,1.44,,,,,,,,,,,
34,12,,23,,1.35,,,,,,,,,,,
34,15,,24,,1.45,,,,,,,,,,,
34,18,,22.3,,1.13,,,,,,,,,,,
34,21,,21.6,,1.31,,,,,,,,,,,
34,24,,20.6,,1.11,,,,,,,,,,,
34,5,,13.6,,1.2,,,,,,,,,,,
34,8,,20.2,,1.4,,,,,,,,,,,
34,12,,24.3,,1.65,,,,,,,,,,,
34,16,,21.2,,1.48,,,,,,,,,,,
34,18,,21.9,,1.24,,,,,,,,,,,
34,21,,19.9,,1.06,,,,,,,,,,,
34,22,,20.8,,1.26,,,,,,,,,,,
34,23,,16.2,,0.99,,,,,,,,,,,
34,24,,16.8,,1.06,,,,,,,,,,,
34,25,,16.8,,1.02,,,,,,,,,,,
34,26,,13.7,,1,,,,,,,,,,,
34,27,,14.4,,0.84,,,,,,,,,,,
34,6,,15,,1.15,,,,,,,,,,,
34,7.5,,21.8,,1.39,,,,,,,,,,,
34,12,,18.4,,1.4,,,,,,,,,,,
34,15,,23.1,,1.57,,,,,,,,,,,
34,18,,20.4,,1.32,,,,,,,,,,,
34,21,,20.8,,1.31,,,,,,,,,,,
34,24,,16.4,,1.08,,,,,,,,,,,
34,26,,16.9,,1.03,,,,,,,,,,,
34,5,,14,,1.01,,,,,,,,,,,
34,7,,17.2,,1.38,,,,,,,,,,,
34,9,,16.9,,1.26,,,,,,,,,,,
34,13,,23.2,,1.49,,,,,,,,,,,
34,17,,24.9,,1.44,,,,,,,,,,,
34,20,,18.8,,1.25,,,,,,,,,,,
34,23,,17.4,,1.06,,,,,,,,,,,
34,26,,16.1,,1.01,,,,,,,,,,,
34,3.5,,13.8,,1.1,,,,,,,,,,,
34,4.5,,17,,1.17,,,,,,,,,,,
34,5.5,,16.6,,1.31,,,,,,,,,,,
34,6.5,,21.5,,1.4,,,,,,,,,,,
34,7.5,,15.4,,1.18,,,,,,,,,,,
34,11.5,,19.2,,1.34,,,,,,,,,,,
34,15.5,,20.1,,1.55,,,,,,,,,,,
34,19.5,,19.2,,1.23,,,,,,,,,,,
34,23.5,,14.8,,0.97,,,,,,,,,,,
34,3.5,,13.5,,1.1,,43.3,,,,,,0.427443237907206,,,
34,4.5,,16.7,,1.13,,51.2,,,,,,0.50542941757157,,,
34,5.5,,13.6,,1.2,,59.1,,,,,,0.583415597235933,,,
34,6.5,,15.5,,1.12,,67.6,,,,,,0.667324777887463,,,
34,8,,14.5,,1.24,,79.3,,,,,,0.782823297137216,,,
34,12,,22.3,,1.42,,107.9,,,,,,1.06515301085884,,,
34,15,,21.1,,1.47,,129.1,,,,,,1.27443237907206,,,
34,16,,20.9,,1.38,,136.2,,,,,,1.34452122408687,,,
34,17,,22.9,,1.49,,143.3,,,,,,1.41461006910168,,,
34,18,,21.1,,1.43,,150.4,,,,,,1.48469891411649,,,
34,19,,22.8,,1.34,,157.5,,,,,,1.55478775913129,,,
34,20,,21,,1.31,,165.4,,,,,,1.63277393879566,,,
34,21,,17.4,,1.12,,173.6,,,,,,1.7137216189536,,,
34,22,,14.8,,0.97,,181.9,,,,,,1.79565646594274,,,
34,23,,21.2,,1.09,,190.1,,,,,,1.87660414610069,,,
34,24,,16,,0.98,,198.4,,,,,,1.95853899308983,,,
34,25,,16.1,,1.09,,206.6,,,,,,2.03948667324778,,,
34,26,,14.6,,0.97,,214.9,,,,,,2.12142152023692,,,
34,27,,15.6,,1,,223.1,,,,,,2.20236920039487,,,
34,4,,13.3,,1.06,,47.4,,,,,,0.46791707798618,,,
34,5,,13.9,,1.16,,55.4,,,,,,0.546890424481737,,,
34,6,,14.9,,1.23,,64,,,,,,0.631786771964462,,,
34,9,,20.6,,1.38,,86.8,,,,,,0.856860809476802,,,
34,13,,17.5,,1.36,,115.4,,,,,,1.13919052319842,,,
34,18,,20.4,,1.44,,151.1,,,,,,1.49160908193485,,,
34,23,,17.6,,1.11,,192,,,,,,1.89536031589339,,,
34,26,,15.5,,1,,216.8,,,,,,2.14017769002962,,,
34,4.5,,13.7,,1.12,,64.9,,,,,,0.640671273445212,,,
34,6.5,,13.9,,1.09,,82,,,,,,0.809476801579467,,,
34,8.5,,,,0.88,,98.9,,,,,,0.976307996051333,,,
34,12.5,,20.1,,1.37,,127.7,,,,,,1.26061204343534,,,
34,16.5,,24.2,,1.52,,155.8,,,,,,1.53800592300099,,,
34,20.5,,23.6,,1.45,,185.2,,,,,,1.82823297137216,,,
34,24.5,,18.2,,1.21,,215.9,,,,,,2.13129318854886,,,
34,26.5,,16.9,,1.05,,231.2,,,,,,2.28232971372162,,,
34,3,,16.7,,1.14,,44.8,,,,,0.75,0.442250740375123,,,16.7410714285714
34,4,,12.1,,1.04,,52.8,,,,,0.47,0.521224086870681,,,8.90151515151515
34,5,,16.3,,1.16,,60.8,,,,,1.38,0.600197433366239,,,22.6973684210526
34,8,,17.6,,1.38,,85.9,,,,,0.43,0.847976307996051,,,5.0058207217695
34,12,,22.7,,1.49,,114.1,,,,,0.56,1.12635735439289,,,4.9079754601227
34,16,,23.8,,1.48,,142.3,,,,,0.78,1.40473840078973,,,5.48137737174982
34,20,,20.5,,1.37,,170.5,,,,,0.86,1.68311944718657,,,5.04398826979472
34,21,,20,,1.22,,178.3,,,,,0.89,1.76011846001974,,,4.9915872125631
34,22,,16.5,,0.94,,186.5,,,,,0.94,1.84106614017769,,,5.0402144772118
34,23,,17.1,,1.08,,194.8,,,,,0.91,1.92300098716683,,,4.67145790554415
34,24,,15.1,,1.08,,203,,,,,0.91,2.00394866732478,,,4.48275862068966
34,25,,16.5,,1.09,,211.2,,,,,1.32,2.08489634748272,,,6.25
34,26,,18,,1.15,,219.4,,,,,1.7,2.16584402764067,,,7.74840474020055
34,27,,13.8,,1,,227.6,,,,,1.98,2.24679170779862,,,8.69947275922671
34,28,,16.2,,0.99,,235.8,,,,,1.8,2.32773938795656,,,7.63358778625954
34,4.5,,14.6,,1.21,,52.5,,,,,,0.518262586377098,,,
34,5.5,,12.4,,1.02,,61,,,,,,0.602171767028628,,,
34,6.5,,12.8,,1.2,,69.1,,,,,,0.68213228035538,,,
34,8,,12.7,,1.06,,81.2,,,,,,0.801579466929911,,,
34,13,,19.3,,1.45,,115.8,,,,,,1.1431391905232,,,
34,17,,23.5,,1.57,,143,,,,,,1.41164856860809,,,
34,21,,20.5,,1.33,,170.9,,,,,,1.68706811451135,,,
34,4,,14.5,,1.17,,43.9,,,,,,0.433366238894373,,,
34,5,,12.4,,1.07,,51.9,,,,,,0.512339585389931,,,
34,6,,15.7,,1.05,,60.4,,,,,,0.596248766041461,,,
34,9,,22.7,,1.42,,85.2,,,,,,0.84106614017769,,,
34,13,,21.9,,1.38,,113.7,,,,,,1.12240868706811,,,
34,18,,24.1,,1.3,,149.5,,,,,,1.47581441263574,,,
34,23,,17.8,,1.06,,188.9,,,,,,1.86475814412636,,,
34,3.5,,15,,1.09,,,,,,,,,,,
34,4.5,,14,,1.08,,,,,,,,,,,
34,5.5,,12.1,,1.15,,,,,,,,,,,
34,6.5,,15.5,,1.22,,,,,,,,,,,
34,8,,21,,1.4,,,,,,,,,,,
34,12,,19.6,,1.33,,,,,,,,,,,
34,15,,22.2,,1.55,,,,,,,,,,,
34,16,,23.4,,1.37,,,,,,,,,,,
34,17,,22.5,,1.57,,,,,,,,,,,
34,18,,23.6,,1.45,,,,,,,,,,,
34,19,,20.8,,1.5,,,,,,,,,,,
34,20,,20,,1.22,,,,,,,,,,,
34,21,,23,,1.33,,,,,,,,,,,
34,22,,25.3,,1.5,,,,,,,,,,,
34,23,,22.5,,1.26,,,,,,,,,,,
34,6,,16.8,,1.29,,64.7,,,46,3.9,,0.638696939782823,,0.71097372488408,
34,13,,18.4,,1.37,,115.9,,,35.4,4.7,,1.14412635735439,,0.305435720448663,
34,20,,20.9,,1.15,,166.3,,,46.1,4,,1.64165844027641,,0.277209861695731,
34,25,,16.9,,0.93,,208.2,,,,,,2.05528134254689,,,
35,3,34,14.3,1.12,1.035,,,,,,,,,,,
35,3.5,34.3,14.5,1.23,1.075,0.49,,25,,,,,,,,
35,4.5,33.6,13.9,1.47,1.129,0.45,,31,,,,,,,,
35,15.5,49,25,1.1,1.487,,,,,,,,,,,
35,21,46.1,21.3,0.94,1.344,,,,,,,,,,,
35,22,46.7,23.4,0.77,1.272,,,,,,,,,,,
35,23,39.3,17.3,0.9,1.105,,,,,,,,,,,
35,24,40.6,20.6,0.75,1.069,,,,,,,,,,,
35,25,40.6,18.6,0.75,1.069,,,,,,,,,,,
35,3.2,35.9,15.2,1.11,1.075,,38.3,,,,,0.54,0.378084896347483,,,14.0992167101828
35,3.5,35.8,15.5,1.21,1.11,,40.7,,,,,0.51,0.40177690029615,,,12.5307125307125
35,4.5,34.2,15.1,1.12,1.029,0.46,48.9,29,,,,0.47,0.482724580454097,0.593047034764826,,9.61145194274029
35,5.5,34.5,13.7,1.19,1.083,,57.1,,,,,0.59,0.563672260612043,,,10.3327495621716
35,6.5,32.6,12.3,1.27,1.02,0.46,65.3,,,,,1.25,0.64461994076999,,,19.1424196018377
35,8.5,41.5,19.1,1.49,1.459,,82.4,,,,,0.54,0.813425468904245,,,6.55339805825243
35,10.5,38.6,17.1,1.41,1.306,0.55,96.7,,,,,0.56,0.954590325765054,,,5.79110651499483
35,12.5,39.4,17.7,1.34,1.304,,110.9,26,,,,0.61,1.09476801579467,0.234445446348061,,5.50045085662759
35,14.5,47.2,23.2,1.07,1.407,,125.2,,,,,0.68,1.23593287265548,,,5.43130990415335
35,16.5,49.1,24.5,1.22,1.57,0.55,139.5,26,,,,0.78,1.37709772951629,0.186379928315412,,5.59139784946237
35,18.5,44.3,20.9,1.08,1.346,,153.8,,,,,0.78,1.5182625863771,,,5.07152145643693
35,20.5,46.9,22.1,1.12,1.42,,168,,,,,0.83,1.65844027640671,,,4.94047619047619
35,21.5,40.3,17.5,1.09,1.172,0.53,175.9,,,,,0.92,1.73642645607108,,,5.23024445707789
35,22.5,41.2,18.1,1.17,1.234,,183.8,37,,,,0.85,1.81441263573544,0.201305767138194,,4.62459194776931
35,23.5,43.1,18.8,0.93,1.181,,191.7,,,,,0.85,1.8923988153998,,,4.434011476265
35,24.5,37,15.8,0.99,1.065,0.46,199.5,40,,,,1.29,1.96939782823297,0.200501253132832,,6.46616541353384
35,3,33.8,13.7,1.39,1.092,,,,,,,,,,,
35,4,33.4,13.8,1.38,1.119,,,,,,,,,,,
35,5,35.3,13.2,1.73,1.254,0.47,,,,,,,,,,
35,6,36.5,16.6,1.4,1.196,,,,,,,,,,,
35,7,33.2,13.4,1.69,1.228,0.44,,,,,,,,,,
35,9,48.7,22.7,1.15,1.537,,,,,,,,,,,
35,11,41.4,18.8,1.54,1.471,0.56,,23,,,,,,,,
35,13,48.5,24.1,1.29,1.587,,,,,,,,,,,
35,15,43.3,19.8,1.17,1.337,,,,,,,,,,,
35,17,44.7,20.5,1.26,1.441,,,,,,,,,,,
35,19,46.2,20.8,1.05,1.34,,,,,,,,,,,
35,21,48.8,23.4,1.16,1.483,,,34,,,,,,,,
35,22,43.1,19.4,1.01,1.218,0.51,,,,,,,,,,
35,23,42.4,20.5,0.94,1.157,,,35,,,,,,,,
35,24,45.3,21.9,1.04,1.297,,,,,,,,,,,
35,10,,23.5,,1.45,,97.9,,,,,0.53,0.966436327739388,,,5.41368743615935
35,16,,22.3,,1.45,,139.9,,,,,0.78,1.38104639684107,,,5.57541100786276
35,22,,21.9,,1.19,,183.6,,,,,1.06,1.81243830207305,,,5.77342047930283
35,4,,12.9,,1.06,,56.8,,,,,0.34,0.56071076011846,,,5.98591549295775
35,9,,23.7,,1.41,,99.4,,,,,0.51,0.981243830207305,,,5.1307847082495
35,13,,20,,1.44,,128.5,,,,,0.58,1.2685093780849,,,4.5136186770428
35,18,,21,,1.22,,164.8,,,,,0.71,1.62685093780849,,,4.30825242718447
36,3,,14.5,,1.06,,36.6,,,,,,0.361303060217177,,,
36,6.5,,13.5,,1.13,,65.5,,,,,,0.646594274432379,,,
36,8.5,,22.3,,1.45,,80.4,,,,,,0.793682132280355,,,
36,10,,19.7,,1.42,,91.6,,,,,,0.904244817374136,,,
36,11,,22.6,,1.51,,98.6,,,,,,0.973346495557749,,,
36,12,,18.8,,1.43,,105.6,,,,,,1.04244817374136,,,
36,13,,20.2,,1.34,,112.6,,,,,,1.11154985192498,,,
36,14,,22.3,,1.56,,119.6,,,,,,1.18065153010859,,,
36,15,,22,,1.36,,126.6,,,,,,1.2497532082922,,,
36,16,,23.2,,1.48,,133.6,,,,,,1.31885488647581,,,
36,17,,25.3,,1.56,,140.7,,,,,,1.38894373149062,,,
36,18,,23.1,,1.46,,147.7,,,,,,1.45804540967423,,,
36,19,,20.9,,1.42,,154.7,,,,,,1.52714708785785,,,
36,20,,22.5,,1.36,,161.7,,,,,,1.59624876604146,,,
36,21,,21.7,,1.28,,169.4,,,,,,1.67226061204344,,,
36,22,,19.8,,1.19,,177.4,,,,,,1.75123395853899,,,
36,23,,16.4,,1.08,,185.5,,,,,,1.83119447186575,,,
36,24,,15.5,,0.96,,193.5,,,,,,1.9101678183613,,,
36,4,,13.5,,1.11,,50.9,,,,,,0.502467917077986,,,
36,5.5,,13.4,,1.07,,63,,,,,,0.621915103652517,,,
36,7.5,,11.4,,1.11,,80,,,,,,0.789733464955577,,,
36,10.5,,20.8,,1.44,,103.2,,,,,,1.0187561697927,,,
36,14.5,,19.9,,1.34,,131.7,,,,,,1.30009871668312,,,
36,18.5,,23.6,,1.4,,160.3,,,,,,1.58242843040474,,,
36,22.5,,19.9,,1.19,,191,,,,,,1.88548864758144,,,
36,6,,14.1,,1.29,,59.5,,,,,,0.587364264560711,,,
36,8,,17.2,,1.45,,73.9,,,34.9,3.9,,0.729516288252715,,0.472259810554804,
36,12,,19.3,,1.34,,102.5,,,43.9,4.2,,1.01184600197433,,0.428292682926829,
36,16,,23,,1.57,,131.3,,,49.6,4.3,,1.29615004935834,,0.377760853008378,
36,20,,20.2,,1.26,,160,,,54.7,3.4,,1.57946692991116,,0.341875,
36,3,,14,,1.02,,41.6,,,,,,0.4106614017769,,,
36,7,,13.7,,1.22,,75.8,,,,,,0.74827245804541,,,
36,11,,23.1,,1.34,,105.1,,,,,,1.03751233958539,,,
36,15,,19.7,,1.38,,133.1,,,,,,1.31391905231984,,,
36,19,,21.8,,1.63,,161.1,,,,,,1.59032576505429,,,
36,23,,21.6,,1.24,,191.5,,,,,,1.89042448173741,,,
36,3.5,,12.4,,1.08,,,,,,,,,,,
36,7.5,,16.5,,1.24,,,,,,,,,,,
36,10.5,,20.9,,1.43,,,,,,,,,,,
36,14.5,,22.3,,1.42,,,,,,,,,,,
36,18.5,,24.1,,1.36,,,,,,,,,,,
36,22.5,,23.1,,1.27,,,,,,,,,,,
36,3,,13.4,,1.02,,37,,,,,,0.365251727541955,,,
36,11,,22.7,,1.4,,102.8,,,,,,1.01480750246792,,,
36,15,,24.1,,1.56,,130.4,,,,,,1.28726554787759,,,
36,19,,23.7,,1.5,,158,,,,,,1.55972359328727,,,
36,23,,16.9,,0.97,,191.8,,,,,,1.893385982231,,,
